,,비산2동,59,123,194936.543,432471.156
,,비산3동,59,123,195229.982,433283.338
,,신촌동,60,123,196255.907,430797.001
,,평안동,60,123,196952.274,431730.530
,,평촌동,60,123,197787.403,431618.337
,,호계1동,60,122,196419.697,429565.594
,,호계2동,59,123,195917.333,430711.461
,,호계3동,60,122,196470.955,429186.985
,안양시만안구,,59,123,194131.852,431308.808
,,박달1동,59,123,192065.983,433208.742
,,박달2동,59,123,191400.698,432995.149
,,석수1동,59,123,192204.418,434969.603
,,석수2동,59,123,191915.211,434696.116
,,석수3동,58,123,190844.748,433804.415
,,안양1동,59,123,193569.101,432703.350
,,안양2동,59,123,192837.673,433357.243
,,안양3동,59,123,192564.987,432359.222
,,안양4동,59,123,192838.551,432398.439
,,안양5동,59,123,193119.757,432170.365
,,안양6동,59,123,193967.801,431690.599
,,안양7동,59,123,194438.340,431965.878
,,안양8동,59,123,194107.062,431048.932
,,안양9동,59,123,192012.514,431852.289
,양주시,,61,131,204146.665,475556.276
,,광적면,60,132,198686.949,479941.281
,,남면,60,134,198073.707,488091.872
,,백석읍,60,132,198855.414,476643.483
,,양주1동,61,131,204000.450,474245.862
,,양주2동,62,132,208643.107,477895.477
,,은현면,61,133,202278.527,485520.152
,,장흥면,59,130,194931.579,468081.288
,,회천1동,61,133,205941.139,482096.458
,,회천2동,61,132,204327.869,479688.130
,,회천3동,61,133,206176.633,481379.166
,,회천4동,62,132,208078.350,480852.619
,양평군,,69,125,243258.666,443089.260
,,강상면,69,125,243068.721,441474.267
,,강하면,67,125,236438.351,443414.104
,,개군면,70,124,247639.690,435812.840
,,단월면,72,126,259601.799,448385.094
,,서종면,66,128,230911.407,455781.926
,,양동면,73,124,266947.056,435181.843
,,양서면,66,126,228934.883,448822.436
,,양평읍,69,125,243808.142,442545.483
,,옥천면,68,126,240447.967,446022.346
,,용문면,70,125,252814.044,442586.116
,,지평면,71,125,256675.616,441252.649
,,청운면,72,127,262930.138,450378.840
,여주시,,71,121,256646.448,421683.405
,,가남읍,70,119,248516.970,410929.887
,,강천면,73,120,263232.993,418923.451
,,금사면,69,123,247348.797,432111.469
,,대신면,70,123,252076.082,430192.190
,,북내면,72,122,260303.132,425165.943
,,산북면,68,123,239345.722,433057.636
,,세종대왕면,70,121,250779.197,422181.082
,,여흥동,71,121,256861.656,421329.058
,,오학동,71,121,257051.262,423299.530
,,점동면,72,119,258944.281,411471.958
,,중앙동,71,121,255699.930,422045.823
,,흥천면,70,122,248119.754,425498.946
,연천군,,61,138,206695.662,510068.413
,,군남면,60,138,201787.348,508866.248
,,미산면,60,137,199491.009,504684.530
,,백학면,59,137,192858.223,502768.436
